TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , msdk_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlowAtThrottlePlate","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
  229.602, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.4096   , 22.1802   , 19.632    , 8.02778   , 10.4167   , 1600      , 820       , 837.656   , 314.531   , 283.281   , 836.484   , 865.625   , 0.89844   , 1.48438   , 1.09375   , 1.5625    , 22.3359   , 79.0781   , 80.3438   , 19.7109   , 420       , 12        , 12.75     , 1.88267   , 83.25     , 37.2891   , 0.340454  , 1.96079   , 17.8057   , 27.75     , 11.6303   , 40.6311   , 11.6303   
  229.652, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.4157   , 22.0932   , 19.6198   , 8.00001   , 10.1111   , 1600      , 820       , 837.656   , 311.094   , 283.594   , 837.734   , 865.391   , 0.859377  , 1.48438   , 1.09375   , 1.52344   , 22.0547   , 79.0781   , 80.3438   , 19.7344   , 420       , 12.75     , 12.75     , 1.86134   , 83.25     , 37.1953   , 0.337891  , 1.96079   , 17.8057   , 27.75     , 11.5158   , 40.7013   , 11.5143   
  229.702, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.437    , 22.0261   , 19.6594   , 8.00001   , 10        , 1600      , 820       , 837.656   , 312.422   , 284.141   , 837.734   , 864.141   , 0.859377  , 1.48438   , 1.09375   , 1.52344   , 22.1484   , 79.0313   , 80.2969   , 19.7813   , 420       , 12.75     , 12.75     , 1.86134   , 83.25     , 37.2656   , 0.339173  , 1.96079   , 17.8057   , 27.75     , 11.5769   , 40.6845   , 11.5753   
  229.752, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.3424   , 21.9589   , 19.4763   , 8.02778   , 10.25     , 1600      , 820       , 837.656   , 311.563   , 281.406   , 837.734   , 864.375   , 0.89844   , 1.44532   , 1.05469   , 1.60157   , 22.0781   , 79.2422   , 80.5078   , 19.5469   , 420       , 12.75     , 12.75     , 1.84534   , 83.25     , 37.1797   , 0.335816  , 1.96079   , 17.8057   , 27.75     , 11.5158   , 40.6754   , 11.5143   
  229.802, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.4187   , 21.901    , 19.6167   , 8.00001   , 9.91667   , 1600      , 820       , 837.656   , 311.172   , 283.594   , 837.734   , 863.203   , 0.89844   , 1.44532   , 1.05469   , 1.60157   , 22.0547   , 79.0781   , 80.3438   , 19.7344   , 420       , 12.75     , 12.75     , 1.82134   , 83.25     , 37.0625   , 0.338135  , 1.96079   , 17.8057   , 27.75     , 11.5494   , 40.7425   , 11.5479   
  229.852, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.3516   , 21.8506   , 19.4672   , 8.02778   , 10.1111   , 1600      , 820       , 837.656   , 309.297   , 281.641   , 837.734   , 862.266   , 0.89844   , 1.40625   , 1.09375   , 1.5625    , 21.8906   , 79.2422   , 80.5078   , 19.5703   , 420       , 12.75     , 12.75     , 1.83467   , 83.25     , 37.1484   , 0.336182  , 1.96079   , 17.8057   , 27.75     , 11.4319   , 40.7212   , 11.4319   
  229.902, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.4126   , 21.8064   , 19.5954   , 8.00001   , 10.3889   , 1600      , 820       , 837.656   , 309.688   , 283.359   , 837.734   , 862.656   , 0.89844   , 1.40625   , 1.09375   , 1.5625    , 21.9375   , 79.1719   , 80.4375   , 19.7109   , 415       , 12.75     , 12.75     , 1.83734   , 83.25     , 37.1875   , 0.337525  , 1.96079   , 17.8057   , 27.75     , 11.4533   , 40.7563   , 11.4227   
  229.952, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 10.376    , 21.7682   , 19.5252   , 8.00001   , 10.6111   , 1600      , 820       , 837.656   , 313.281   , 282.188   , 837.734   , 863.047   , 0.937502  , 1.40625   , 1.17188   , 1.52344   , 22.2188   , 79.1719   , 80.4375   , 19.6172   , 415       , 12.75     , 12.75     , 1.84534   , 83.25     , 37.1016   , 0.337219  , 1.96079   , 17.8057   , 27.75     , 11.5906   , 40.7578   , 11.5906   
  230.002, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.73206   , 21.6599   , 17.804    , 7.97223   , 9.83334   , 1600      , 820       , 837.656   , 311.719   , 268.359   , 837.734   , 861.484   , 0.937502  , 1.40625   , 1.17188   , 1.52344   , 22.1016   , 79.1953   , 80.4609   , 18.4453   , 415       , 12.75     , 12.75     , 1.808     , 83.25     , 37.0469   , 0.319397  , 1.96079   , 16.7254   , 27.75     , 11.5204   , 40.7608   , 11.5204   
  230.052, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.31702   , 21.4234   , 16.6687   , 7.97223   , 10.0556   , 1600      , 820       , 837.656   , 307.891   , 261.641   , 837.734   , 861.406   , 0.976565  , 1.44532   , 1.13282   , 1.52344   , 21.7734   , 79.0547   , 80.3203   , 17.8828   , 415       , 12.75     , 12.75     , 1.80267   , 83.25     , 37.0703   , 0.312439  , 1.96079   , 16.0067   , 28.5      , 11.3648   , 40.7379   , 11.3648   
  230.102, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.25599   , 21.1792   , 16.5772   , 7.97223   , 10.3056   , 1600      , 820       , 837.656   , 310       , 259.688   , 837.734   , 861.406   , 0.976565  , 1.44532   , 1.13282   , 1.52344   , 21.9609   , 79.1719   , 80.4375   , 17.7188   , 415       , 12.75     , 12.75     , 1.81867   , 83.25     , 37.1172   , 0.310059  , 1.96079   , 16.0067   , 27.75     , 11.5173   , 40.6632   , 11.5173   
  230.152, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.28956   , 20.9671   , 16.6046   , 7.80556   , 9.91667   , 1600      , 820       , 837.656   , 307.109   , 261.094   , 837.734   , 861.406   , 0.937502  , 1.48438   , 1.17188   , 1.5625    , 21.7031   , 79.125    , 80.3906   , 17.8359   , 415       , 12.75     , 12.75     , 1.784     , 83.25     , 37.0469   , 0.310669  , 1.56863   , 16.0067   , 27.75     , 11.4136   , 40.7456   , 11.4136   
  230.202, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.23463   , 20.781    , 16.5009   , 7.47223   , 9.77779   , 1600      , 820       , 837.656   , 304.688   , 259.766   , 837.734   , 861.406   , 0.937502  , 1.48438   , 1.17188   , 1.5625    , 21.5156   , 79.2422   , 80.5078   , 17.7188   , 415       , 12.75     , 12.75     , 1.77867   , 83.25     , 37.0703   , 0.310364  , 1.56863   , 16.0067   , 27.75     , 11.2869   , 40.7242   , 11.2854   
  230.252, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.23768   , 20.6207   , 16.4795   , 7.25001   , 9.69445   , 1600      , 820       , 837.656   , 301.172   , 259.766   , 837.734   , 861.406   , 0.89844   , 1.40625   , 1.09375   , 1.52344   , 21.2109   , 79.2891   , 80.5547   , 17.7188   , 415       , 12.75     , 12.75     , 1.79734   , 83.25     , 37.1563   , 0.309693  , 1.56863   , 16.0067   , 27.75     , 11.142    , 40.7791   , 11.142    
  230.302, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.00574   , 20.4819   , 15.8447   , 7.25001   , 9.69445   , 1600      , 820       , 837.656   , 298.047   , 256.172   , 837.734   , 861.406   , 0.89844   , 1.40625   , 1.09375   , 1.52344   , 20.9531   , 79.3359   , 80.6016   , 17.4141   , 415       , 12.75     , 12.75     , 1.784     , 83.25     , 37.2578   , 0.30542   , 1.56863   , 15.6466   , 27.75     , 11.0169   , 40.831    , 11.0169   
  230.352, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.07899   , 20.3613   , 15.979    , 7.25001   , 9.69445   , 1600      , 820       , 837.656   , 297.578   , 257.578   , 837.734   , 861.406   , 0.859377  , 1.44532   , 1.13282   , 1.52344   , 20.9063   , 79.1719   , 80.4375   , 17.5313   , 415       , 12.75     , 12.75     , 1.79467   , 83.25     , 37.1953   , 0.305786  , 1.56863   , 15.6466   , 28.5      , 10.9665   , 40.8722   , 10.965    
  230.402, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.14307   , 20.2667   , 16.1682   , 7.11112   , 9.36112   , 1600      , 820       , 837.656   , 297.422   , 259.141   , 837.734   , 861.406   , 0.859377  , 1.44532   , 1.13282   , 1.52344   , 20.8828   , 78.9375   , 80.2031   , 17.6719   , 415       , 12.75     , 12.75     , 1.77867   , 83.25     , 37.1016   , 0.309815  , 1.17647   , 15.6466   , 28.5      , 10.9772   , 40.7196   , 10.9772   
  230.452, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.07899   , 20.1737   , 16.0645   , 7.11112   , 9.36112   , 1600      , 820       , 837.656   , 295.625   , 257.734   , 837.734   , 861.406   , 0.859377  , 1.52344   , 1.17188   , 1.48438   , 20.7422   , 79.0547   , 80.3203   , 17.5547   , 415       , 12.75     , 12.75     , 1.776     , 83.25     , 37.1406   , 0.308045  , 1.17647   , 15.6466   , 28.5      , 10.9222   , 40.6006   , 10.9222   
  230.502, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.17359   , 20.1264   , 16.272    , 7.05556   , 10.4722   , 1560      , 820       , 837.656   , 302.578   , 260.234   , 837.734   , 861.406   , 0.859377  , 1.52344   , 1.17188   , 1.48438   , 21.3281   , 78.7969   , 80.0625   , 17.7656   , 415       , 12.75     , 12.75     , 1.84534   , 83.25     , 36.9922   , 0.309998  , 1.17647   , 15.6466   , 27.75     , 11.0611   , 40.6052   , 11.0596   
  230.552, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.1095    , 20.1035   , 16.1804   , 7.05556   , 9.69445   , 1600      , 820       , 837.656   , 302.734   , 258.828   , 837.734   , 861.406   , 0.89844   , 1.48438   , 1.17188   , 1.48438   , 21.3516   , 78.9141   , 80.1797   , 17.6484   , 415       , 12.75     , 12.75     , 1.82667   , 83.25     , 36.8438   , 0.309998  , 1.17647   , 15.6466   , 27.75     , 11.171    , 40.5091   , 11.1694   
  230.602, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.07593   , 20.0318   , 16.0706   , 7.05556   , 9.00001   , 1600      , 820       , 837.656   , 296.797   , 257.734   , 837.734   , 861.406   , 0.89844   , 1.48438   , 1.17188   , 1.48438   , 20.8359   , 79.0547   , 80.3203   , 17.5547   , 415       , 12.75     , 12.75     , 1.768     , 83.25     , 36.8594   , 0.307312  , 1.17647   , 15.6466   , 27.75     , 11.0214   , 40.5976   , 11.0199   
  230.652, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.08509   , 19.9692   , 16.0584   , 7.05556   , 9.50001   , 1600      , 820       , 837.656   , 295.625   , 258.516   , 837.734   , 861.406   , 0.937502  , 1.44532   , 1.17188   , 1.44532   , 20.6953   , 79.0547   , 80.3203   , 17.5781   , 415       , 12.75     , 12.75     , 1.77867   , 83.25     , 36.9219   , 0.307678  , 1.17647   , 15.6466   , 27.75     , 10.8902   , 40.6449   , 10.8887   
  230.702, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.07288   , 19.9158   , 16.0278   , 7.05556   , 8.44445   , 1600      , 820       , 837.656   , 288.125   , 258.203   , 837.734   , 859.297   , 0.937502  , 1.44532   , 1.17188   , 1.44532   , 20.0625   , 79.1016   , 80.3672   , 17.5547   , 415       , 12.75     , 12.75     , 1.72      , 83.25     , 36.8828   , 0.308289  , 1.17647   , 15.6466   , 29.25     , 10.6323   , 40.6525   , 10.6323   
  230.752, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.15528   , 19.9219   , 16.1743   , 7.05556   , 9.25001   , 1600      , 820       , 837.656   , 286.094   , 259.375   , 836.484   , 861.094   , 0.937502  , 1.44532   , 1.21094   , 1.40625   , 19.875    , 78.9141   , 80.1797   , 17.6484   , 415       , 12.75     , 12.75     , 1.73067   , 83.25     , 36.8438   , 0.309265  , 1.17647   , 15.6466   , 28.5      , 10.5362   , 40.6632   , 10.5347   
  230.802, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.12171   , 19.8837   , 16.1194   , 7.05556   , 8.94445   , 1600      , 820       , 837.656   , 285.938   , 257.734   , 836.484   , 861.016   , 0.937502  , 1.44532   , 1.21094   , 1.40625   , 19.875    , 78.9844   , 80.25     , 17.5078   , 415       , 12.75     , 12.75     , 1.71467   , 83.25     , 36.8828   , 0.307678  , 1.17647   , 15.6466   , 29.25     , 10.5789   , 40.5854   , 10.614    
  230.852, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.14002   , 19.9219   , 16.1804   , 7.05556   , 9.44445   , 1560      , 820       , 837.656   , 285.391   , 259.063   , 837.734   , 861.328   , 0.976565  , 1.40625   , 1.21094   , 1.36719   , 19.8281   , 78.9141   , 80.1797   , 17.625    , 415       , 12.75     , 12.75     , 1.74134   , 83.25     , 36.9531   , 0.308594  , 1.17647   , 15.6466   , 28.5      , 10.5026   , 40.6174   , 10.4736   
  230.902, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.20106   , 19.9219   , 16.2964   , 7.05556   , 9.19445   , 1560      , 820       , 837.656   , 287.031   , 261.094   , 837.734   , 861.328   , 0.976565  , 1.40625   , 1.21094   , 1.36719   , 19.9688   , 78.7734   , 80.0391   , 17.7891   , 415       , 12.75     , 12.75     , 1.74134   , 83.25     , 36.8438   , 0.311646  , 1.17647   , 15.6466   , 27.75     , 10.5011   , 40.5457   , 10.4858   
  230.952, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.16138   , 19.9219   , 16.2354   , 7.00001   , 9.05556   , 1560      , 820       , 837.656   , 287.734   , 260.234   , 837.734   , 859.219   , 0.937502  , 1.44532   , 1.17188   , 1.32813   , 20.0156   , 78.8438   , 80.1094   , 17.7188   , 415       , 12.75     , 12.75     , 1.736     , 83.25     , 36.7109   , 0.310242  , 1.17647   , 15.6466   , 27.75     , 10.524    , 40.4663   , 10.5438   
  231.002, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.20106   , 19.9219   , 16.3422   , 7.00001   , 9.1389    , 1560      , 820       , 837.656   , 291.016   , 261.25    , 837.734   , 857.813   , 0.937502  , 1.44532   , 1.17188   , 1.32813   , 20.2969   , 78.7031   , 79.9688   , 17.8125   , 415       , 12.75     , 12.75     , 1.76      , 83.25     , 36.7188   , 0.311829  , 1.17647   , 15.6466   , 27.75     , 10.6415   , 40.4877   , 10.6384   
  231.052, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.14307   , 19.9219   , 16.1957   , 6.97223   , 9.11112   , 1560      , 820       , 837.656   , 288.984   , 259.844   , 837.734   , 859.609   , 0.859377  , 1.44532   , 1.13282   , 1.36719   , 20.1328   , 78.8906   , 80.1563   , 17.6953   , 415       , 12.75     , 12.75     , 1.74934   , 83.25     , 36.7031   , 0.310181  , 1.17647   , 15.6466   , 27.75     , 10.5789   , 40.4755   , 10.5743   
  231.102, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.14612   , 19.9219   , 16.2384   , 6.97223   , 9.08334   , 1560      , 820       , 837.656   , 289.141   , 259.922   , 837.734   , 859.844   , 0.859377  , 1.44532   , 1.13282   , 1.36719   , 20.1563   , 78.8438   , 80.1094   , 17.6953   , 415       , 12.75     , 12.75     , 1.74934   , 83.25     , 36.6406   , 0.310242  , 1.17647   , 15.6466   , 27.75     , 10.5896   , 40.5594   , 10.6049   
  231.152, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.14612   , 19.9219   , 16.1835   , 7.00001   , 9.22223   , 1560      , 820       , 837.656   , 287.422   , 259.063   , 837.734   , 860.234   , 0.859377  , 1.40625   , 1.13282   , 1.28907   , 19.9922   , 78.9141   , 80.1797   , 17.625    , 415       , 12.75     , 12.75     , 1.768     , 83.25     , 36.6172   , 0.310242  , 1.17647   , 15.6466   , 28.5      , 10.5164   , 40.5243   , 10.5133   
  231.202, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 9.15223   , 19.9219   , 16.2262   , 7.05556   , 8.52778   , 1560      , 820       , 837.656   , 282.031   , 259.297   , 837.734   , 859.219   , 0.859377  , 1.40625   , 1.13282   , 1.28907   , 19.5469   , 78.8438   , 80.1094   , 17.6484   , 415       , 12.75     , 12.75     , 1.70934   , 83.25     , 36.6953   , 0.308594  , 1.17647   , 15.6466   , 28.5      , 10.3638   , 40.5609   , 10.4248   
  231.252, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.54188   , 19.7983   , 14.5264   , 7.05556   , 8.94445   , 1560      , 820       , 837.656   , 280.703   , 250.469   , 837.734   , 861.25    , 0.820315  , 1.36719   , 1.09375   , 1.25      , 19.4297   , 78.7266   , 79.9922   , 16.8984   , 415       , 12.75     , 12.75     , 1.73334   , 83.25     , 36.7344   , 0.299011  , 1.17647   , 14.5678   , 27.75     , 10.2326   , 40.4908   , 10.2326   
  231.302, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.46558   , 19.6121   , 14.389    , 6.80556   , 9.36112   , 1560      , 820       , 837.656   , 282.891   , 248.75    , 837.734   , 860.703   , 0.820315  , 1.36719   , 1.09375   , 1.25      , 19.6172   , 78.9141   , 80.1797   , 16.7578   , 415       , 12.75     , 12.75     , 1.75734   , 83.25     , 36.625    , 0.29718   , 1.17647   , 14.5678   , 27.75     , 10.3516   , 40.4785   , 10.3149   
  231.352, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.35877   , 19.4519   , 14.0839   , 6.63889   , 8.55556   , 1560      , 820       , 837.656   , 283.359   , 248.203   , 837.734   , 857.578   , 0.820315  , 1.36719   , 1.05469   , 1.21094   , 19.6641   , 78.5391   , 79.7813   , 16.7109   , 415       , 12.75     , 12.75     , 1.74667   , 83.25     , 36.5859   , 0.299256  , 0.784314  , 14.2077   , 27.75     , 10.3256   , 40.4984   , 11.8744   
  231.402, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.34351   , 19.2612   , 13.9893   , 6.58334   , 8.36112   , 1560      , 820       , 837.656   , 279.766   , 247.578   , 837.734   , 859.219   , 0.820315  , 1.36719   , 1.05469   , 1.21094   , 19.3594   , 78.6328   , 79.8984   , 16.6641   , 415       , 12.75     , 12.75     , 1.71734   , 83.25     , 36.5391   , 0.295899  , 1.17647   , 14.2077   , 27.75     , 10.1914   , 40.3366   , 10.2387   
  231.452, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.28248   , 19.0949   , 13.916    , 6.52778   , 8.94445   , 1560      , 820       , 837.656   , 278.906   , 246.172   , 837.734   , 858.984   , 0.781252  , 1.32813   , 0.976565  , 1.21094   , 19.2891   , 78.7266   , 79.9922   , 16.5469   , 415       , 12.75     , 12.75     , 1.73334   , 83.25     , 36.5391   , 0.293823  , 0.784314  , 14.2077   , 27.75     , 10.1669   , 40.4023   , 10.1868   
  231.502, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.27332   , 18.9514   , 13.8641   , 6.50001   , 8.91667   , 1560      , 820       , 837.656   , 279.063   , 245.078   , 837.734   , 858.125   , 0.781252  , 1.32813   , 0.976565  , 1.21094   , 19.3125   , 78.7969   , 80.0625   , 16.4531   , 415       , 12.75     , 12.75     , 1.76      , 83.25     , 36.4531   , 0.293823  , 0.784314  , 14.2077   , 28.5      , 10.1914   , 40.4572   , 10.1563   
  231.552, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.27027   , 18.8263   , 13.8611   , 6.47223   , 8.44445   , 1560      , 820       , 837.656   , 276.797   , 244.531   , 837.734   , 857.266   , 0.820315  , 1.28907   , 0.937502  , 1.17188   , 19.1016   , 78.8203   , 80.0859   , 16.4063   , 415       , 12.75     , 12.75     , 1.71467   , 83.25     , 36.5156   , 0.291626  , 0.784314  , 14.2077   , 28.5      , 10.1959   , 40.506    , 10.1837   
  231.602, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.26417   , 18.718    , 13.8245   , 6.50001   , 8.58334   , 1560      , 820       , 837.656   , 277.109   , 245.078   , 837.734   , 857.109   , 0.820315  , 1.28907   , 0.937502  , 1.17188   , 19.1484   , 78.8672   , 80.1328   , 16.4531   , 415       , 12.75     , 12.75     , 1.70934   , 83.25     , 36.6172   , 0.292542  , 0.784314  , 14.2077   , 27.75     , 10.1669   , 40.5152   , 10.1837   
  231.652, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.24586   , 18.6234   , 13.7848   , 6.44445   , 8.97223   , 1560      , 820       , 837.656   , 278.047   , 245.078   , 837.734   , 857.5     , 0.781252  , 1.21094   , 0.89844   , 1.21094   , 19.2188   , 78.9141   , 80.1797   , 16.4531   , 415       , 12.75     , 12.75     , 1.728     , 83.25     , 36.5625   , 0.292542  , 0.784314  , 14.2077   , 28.5      , 10.1532   , 40.5243   , 10.141    
  231.702, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.26722   , 18.5425   , 13.8397   , 6.41667   , 8.94445   , 1560      , 820       , 837.656   , 278.984   , 245.703   , 837.734   , 857.109   , 0.781252  , 1.21094   , 0.89844   , 1.21094   , 19.2891   , 78.8438   , 80.1094   , 16.5      , 415       , 12.75     , 12.75     , 1.73067   , 83.25     , 36.5547   , 0.29303   , 0.784314  , 14.2077   , 28.5      , 10.1791   , 40.5594   , 10.1685   
  231.752, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.27027   , 18.4708   , 13.8245   , 6.36112   , 8.52778   , 1560      , 820       , 837.656   , 277.031   , 246.016   , 837.734   , 857.109   , 0.781252  , 1.21094   , 0.820315  , 1.17188   , 19.125    , 78.8672   , 80.1328   , 16.5234   , 415       , 12.75     , 12.75     , 1.70667   , 83.25     , 36.6016   , 0.29364   , 0.784314  , 14.2077   , 27.75     , 10.1151   , 40.5152   , 10.1471   
  231.802, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.07191   , 18.3975   , 13.2813   , 6.41667   , 8.83334   , 1560      , 820       , 837.656   , 274.453   , 242.969   , 837.734   , 857.109   , 0.781252  , 1.21094   , 0.820315  , 1.17188   , 18.9141   , 78.7734   , 80.0391   , 16.2656   , 415       , 12.75     , 12.75     , 1.71467   , 83.25     , 36.625    , 0.289368  , 0.784314  , 13.8491   , 27.75     , 10.0098   , 40.5014   , 9.98231   
  231.852, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.05359   , 18.2938   , 13.2416   , 6.41667   , 8.47223   , 1560      , 820       , 837.656   , 274.609   , 242.422   , 837.734   , 857.109   , 0.742189  , 1.17188   , 0.781252  , 1.13282   , 18.9141   , 78.8438   , 80.1094   , 16.2188   , 415       , 12.75     , 12.75     , 1.69334   , 83.25     , 36.5547   , 0.289368  , 0.784314  , 13.8491   , 27.75     , 10.0159   , 40.4663   , 10.0311   
  231.902, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.01087   , 18.1915   , 13.1744   , 6.41667   , 8.25001   , 1560      , 820       , 837.656   , 270.938   , 241.563   , 837.734   , 857.109   , 0.742189  , 1.17188   , 0.781252  , 1.13282   , 18.6094   , 78.9375   , 80.2031   , 16.1484   , 415       , 12.75     , 12.75     , 1.66667   , 83.25     , 36.5391   , 0.287964  , 0.784314  , 13.8491   , 29.25     , 9.8755    , 40.5274   , 9.91212   
  231.952, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.02308   , 18.1137   , 13.1744   , 6.36112   , 8.77778   , 1560      , 820       , 837.656   , 273.125   , 241.016   , 837.734   , 857.109   , 0.742189  , 1.09375   , 0.742189  , 1.09375   , 18.7969   , 78.9375   , 80.2031   , 16.1016   , 415       , 12.75     , 12.75     , 1.69867   , 83.25     , 36.7031   , 0.28772   , 0.784314  , 13.8491   , 27.75     , 10.0082   , 40.5747   , 10.0067   
  232.002, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 7.99256   , 18.0252   , 13.1104   , 6.36112   , 9.00001   , 1600      , 820       , 837.656   , 276.563   , 241.016   , 837.734   , 857.109   , 0.742189  , 1.09375   , 0.742189  , 1.09375   , 19.0781   , 79.0313   , 80.2969   , 16.1016   , 415       , 12.75     , 12.75     , 1.712     , 83.25     , 36.7344   , 0.28772   , 0.784314  , 13.8491   , 28.5      , 10.0983   , 40.5899   , 10.0983   
  232.052, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 7.94678   , 17.9184   , 13.0158   , 6.36112   , 8.3889    , 1600      , 820       , 837.656   , 272.422   , 239.922   , 837.734   , 857.109   , 0.703127  , 1.13282   , 0.742189  , 1.09375   , 18.7266   , 79.1484   , 80.4141   , 16.0078   , 415       , 12.75     , 12.75     , 1.66667   , 83.25     , 36.7188   , 0.286377  , 0.784314  , 13.8491   , 28.5      , 9.99909   , 40.6632   , 9.99757   
  232.102, 0         , 0         , 0         , 0         , 3         , 0.999757  , 0         , 0         , 0         , 8.02308   , 17.8269   , 13.1531   , 6.36112   , 8.80556   , 1560      , 820       , 837.656   , 270.469   , 241.094   , 837.734   , 857.109   , 0.703127  , 1.13282   , 0.742189  , 1.09375   , 18.5625   , 78.9609   , 80.2266   , 16.1016   , 410       , 12.75     , 12.75     , 1.69067   , 83.25     , 36.75     , 0.287415  , 0.784314  , 13.8491   , 29.25     , 9.82972   , 40.6723   , 9.82972   
