TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , gangi     , lamsbg_w  , lde       , ldtvm     , ldtvr_w   , mifa_w    , miszul_w  , mrfa_w    , mshfm_w   , nmot      , plsol     , plsol_w   , ps_w      , pssol_w   , pus_w     , pvdks_w   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , tans      , tanslin   , ti_b1     , tmot      , vfil_w    , vpssplg_w , wdkba     , wped_w    , zwout     , mibas_w   , mimax_w   , mizsolv_w 
  sec.ms , °KW       , °KW       , °KW       , °KW       , gear      , -         , mBar      , , , , , , g/s       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , V         , V         , V         , V         , , , , , °C        , °C        , °C        , ms        , °C        , km/h      , -         , DK      , PED     , °KW       ,           , , 
"TIME","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","SelectedGear","AirFuelRatioDesired","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","TorqueDesired","TorqueForTimingInterventionLimit","DriverRequestedRelTorque","MassAirFlow","EngineSpeed","BoostPressureDesired","BoostPressureDesired","","","BaroPressure","BoostPressureActual","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","EGTModelBeforeCat","IntakeAirTemperature","IntakeAirTemperature","FuelInjectorOnTime","CoolantTemperature","VehicleSpeed","","ThrottlePlateAngle","AccelPedalPosition","IgnitionTimingAngleOverall","","TorqueLimit","TorqueForTimingIntervention"
   45.000, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.58265   , 99.2188   , 0         , 8.47223   , 1000      , 820       , 836.328   , 380.078   , 275.234   , 836.484   , 856.797   , 0.468751  , 0.488283  , 0.488283  , 0.566408  , 26.6953   , 72.1406   , 73.2891   , 17.7188   , 290       , 16.5      , 16.5      , 2.16267   , 34.5      , 8.02344   , 0.326172  , 0.784314  , 0         , -5.25     , 12.7686   , 35.2402   , 6.08521   
   45.050, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.6803    , 99.2188   , 0         , 8.3889    , 1000      , 820       , 836.328   , 385       , 279.297   , 836.484   , 857.031   , 0.468751  , 0.488283  , 0.488283  , 0.566408  , 27.0234   , 72.1406   , 73.2891   , 17.9766   , 290       , 16.5      , 16.5      , 2.168     , 34.5      , 7.8125    , 0.332703  , 0.784314  , 0         , -6        , 12.9669   , 35.1685   , 6.03028   
   45.100, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.53687   , 99.2188   , 0         , 8.05556   , 1000      , 820       , 836.328   , 384.531   , 274.766   , 836.484   , 857.031   , 0.44922   , 0.507814  , 0.488283  , 0.546876  , 27        , 72.1406   , 73.2891   , 17.625    , 290       , 16.5      , 16.5      , 2.13067   , 34.5      , 7.53125   , 0.331299  , 0.784314  , 0         , -6.75     , 12.9395   , 35.2051   , 5.63965   
   45.150, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.61316   , 99.2188   , 0         , 8.22223   , 1000      , 820       , 836.328   , 387.734   , 279.375   , 836.484   , 856.016   , 0.44922   , 0.507814  , 0.488283  , 0.546876  , 27.2109   , 72.1406   , 73.2891   , 17.9531   , 290       , 16.5      , 16.5      , 2.21334   , 34.5      , 7.21094   , 0.332825  , 0.784314  , 0         , -6.75     , 13.0341   , 35.141    , 5.96314   
   45.200, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.62842   , 99.2188   , 0         , 8.27778   , 1000      , 820       , 836.328   , 391.016   , 278.828   , 836.484   , 857.031   , 0.468751  , 0.527345  , 0.507814  , 0.546876  , 27.4453   , 72.1406   , 73.2891   , 17.8594   , 290       , 16.5      , 16.5      , 2.17067   , 34.5      , 7.04688   , 0.333008  , 0.392157  , 0         , -9.75     , 13.1241   , 35.1013   , 5.46875   
   45.250, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.57654   , 99.2188   , 0         , 7.97223   , 960       , 820       , 836.328   , 392.266   , 277.891   , 836.484   , 857.031   , 0.468751  , 0.527345  , 0.507814  , 0.546876  , 27.5625   , 72.1406   , 73.2891   , 17.7188   , 290       , 16.5      , 16.5      , 2.16534   , 34.5      , 6.70313   , 0.331421  , 0.784314  , 0         , -8.25     , 13.2095   , 35.1013   , 5.87159   
   45.300, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.68335   , 99.2188   , 0         , 7.91667   , 960       , 820       , 836.406   , 393.047   , 282.031   , 836.484   , 857.031   , 0.44922   , 0.546876  , 0.507814  , 0.527345  , 27.4688   , 72.1406   , 73.2891   , 17.9531   , 290       , 16.5      , 16.5      , 2.13067   , 34.5      , 6.48438   , 0.334839  , 0.392157  , 0         , -6.75     , 13.15     , 34.9671   , 6.37818   
   45.350, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.74439   , 99.2188   , 0         , 7.52778   , 960       , 820       , 836.406   , 392.031   , 283.906   , 836.484   , 857.031   , 0.44922   , 0.546876  , 0.507814  , 0.527345  , 27.3047   , 72.1406   , 73.2891   , 18.1172   , 285       , 16.5      , 16.5      , 2.088     , 34.5      , 6.30469   , 0.339417  , 0.392157  , 0         , -6.75     , 13.1409   , 34.8999   , 6.27137   
   45.400, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.72913   , 99.2188   , 0         , 7.86112   , 960       , 820       , 836.406   , 392.969   , 284.844   , 836.484   , 857.031   , 0.468751  , 0.546876  , 0.488283  , 0.546876  , 27.3984   , 72.1406   , 73.2891   , 18.1172   , 285       , 16.5      , 16.5      , 2.13067   , 34.5      , 6.10156   , 0.340515  , 0.392157  , 0         , -7.5      , 13.0921   , 34.8847   , 6.17981   
   45.450, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.6742    , 99.2188   , 0         , 7.77778   , 960       , 820       , 836.406   , 393.984   , 282.266   , 836.484   , 857.031   , 0.468751  , 0.546876  , 0.488283  , 0.546876  , 27.4688   , 72.1406   , 73.2891   , 17.8828   , 285       , 16.5      , 16.5      , 2.104     , 34.5      , 5.875     , 0.337464  , 0.392157  , 0         , -8.25     , 13.0921   , 34.8847   , 5.90516   
   45.500, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.79017   , 99.2188   , 0         , 7.72223   , 920       , 820       , 836.406   , 395.469   , 283.203   , 836.484   , 857.031   , 0.468751  , 0.566408  , 0.468751  , 0.527345  , 27.5859   , 72.1406   , 73.2891   , 17.9531   , 285       , 16.5      , 16.5      , 2.168     , 34.5      , 5.46875   , 0.338562  , 0.392157  , 0         , -5.25     , 13.121    , 34.7672   , 6.68946   
   45.550, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.88782   , 99.2188   , 0         , 8.02778   , 920       , 820       , 836.406   , 399.688   , 289.688   , 836.484   , 856.016   , 0.468751  , 0.566408  , 0.468751  , 0.527345  , 27.7734   , 72.1406   , 73.2891   , 18.3047   , 285       , 16.5      , 16.5      , 2.26667   , 34.5      , 5.25781   , 0.345398  , 0.392157  , 0         , -6.75     , 13.2462   , 34.6848   , 6.66504   
   45.600, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.82679   , 99.2188   , 0         , 7.58334   , 920       , 820       , 836.406   , 402.109   , 289.688   , 836.484   , 857.031   , 0.488283  , 0.566408  , 0.488283  , 0.527345  , 27.8906   , 72.1406   , 73.2891   , 18.2578   , 285       , 16.5      , 16.5      , 2.14934   , 34.5      , 5.02344   , 0.346314  , 0.392157  , 0         , -6.75     , 13.3316   , 34.6482   , 6.61316   
   45.650, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.95801   , 99.2188   , 0         , 7.16667   , 920       , 820       , 836.406   , 399.141   , 293.75    , 836.484   , 857.031   , 0.488283  , 0.566408  , 0.488283  , 0.527345  , 27.6563   , 72.1406   , 73.2891   , 18.5625   , 285       , 16.5      , 16.5      , 2.104     , 34.5      , 4.89844   , 0.351197  , 0.392157  , 0         , -6        , 13.2324   , 34.5963   , 6.85425   
   45.700, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 6.9397    , 99.2188   , 0         , 7.80556   , 920       , 820       , 836.406   , 402.422   , 338.75    , 836.484   , 856.25    , 0.507814  , 0.546876  , 0.468751  , 0.527345  , 27.8438   , 72.1406   , 73.2891   , 22.3594   , 285       , 16.5      , 16.5      , 2.18667   , 34.5      , 4.75781   , 0.404602  , 0.392157  , 0         , -7.5      , 13.2782   , 34.5886   , 6.51856   
   45.750, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 7.04957   , 99.2188   , 0         , 7.69445   , 880       , 820       , 836.406   , 405.391   , 341.094   , 836.484   , 857.031   , 0.507814  , 0.546876  , 0.468751  , 0.527345  , 28.0313   , 72.1406   , 73.2891   , 22.5703   , 285       , 16.5      , 16.5      , 2.22667   , 34.5      , 4.42188   , 0.403931  , 0.784314  , 0         , -4.5      , 13.3103   , 34.4986   , 7.40052   
   45.800, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 7.25403   , 99.2188   , 0         , 8.1389    , 880       , 820       , 836.406   , 412.109   , 345.547   , 836.484   , 856.797   , 0.527345  , 0.546876  , 0.468751  , 0.546876  , 28.5938   , 72.1406   , 73.2891   , 22.8516   , 285       , 16.5      , 16.5      , 2.32      , 34.5      , 4.03906   , 0.413086  , 0.784314  , 0         , -5.25     , 13.4705   , 34.3735   , 7.39136   
   45.850, 0         , 0         , 0         , 0         , 1         , 1         , 0         , 0         , 0         , 7.016     , 99.2188   , 0         , 7.94445   , 880       , 820       , 836.406   , 415.313   , 340.234   , 836.484   , 857.031   , 0.527345  , 0.546876  , 0.468751  , 0.546876  , 28.8516   , 72.1406   , 73.2891   , 22.3594   , 285       , 16.5      , 16.5      , 2.26134   , 34.5      , 3.84375   , 0.410645  , 0.784314  , 0         , -7.5      , 13.768    , 34.5291   , 6.66199   
   45.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.06177   , 99.2188   , 0         , 7.97223   , 880       , 820       , 836.406   , 418.203   , 340.938   , 836.484   , 857.031   , 0.527345  , 0.527345  , 0.488283  , 0.527345  , 29.1563   , 72.1406   , 73.2891   , 22.4766   , 285       , 16.5      , 16.5      , 2.25867   , 34.5      , 3.61719   , 0.407593  , 1.17647   , 0         , -7.5      , 13.8931   , 34.4696   , 6.79017   
   45.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.14417   , 99.2188   , 0         , 8.6389    , 880       , 820       , 836.406   , 429.453   , 336.719   , 836.484   , 857.031   , 0.527345  , 0.527345  , 0.488283  , 0.527345  , 30        , 72.1406   , 73.2891   , 22.0547   , 285       , 16.5      , 16.5      , 2.41334   , 34.5      , 3.5       , 0.401551  , 1.17647   , 0         , -6.75     , 14.1571   , 34.4101   , 7.09839   
   46.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.07398   , 99.2188   , 0         , 8.19445   , 880       , 820       , 836.406   , 433.203   , 336.953   , 836.484   , 857.031   , 0.527345  , 0.546876  , 0.468751  , 0.546876  , 30.3281   , 72.1406   , 73.2891   , 22.0078   , 285       , 16.5      , 16.5      , 2.32534   , 34.5      , 3.36719   , 0.402527  , 1.17647   , 0         , -8.25     , 14.4348   , 34.4544   , 7.01905   
   46.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.09534   , 99.2188   , 0         , 8.41667   , 880       , 820       , 836.406   , 437.188   , 337.344   , 836.484   , 857.031   , 0.527345  , 0.546876  , 0.468751  , 0.546876  , 30.7031   , 72.1406   , 73.2891   , 22.0547   , 285       , 16.5      , 16.5      , 2.4       , 34.5      , 3.29688   , 0.403565  , 1.17647   , 0         , -8.25     , 14.6439   , 34.3659   , 7.07398   
   46.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.15333   , 99.2188   , 0         , 8.08334   , 880       , 820       , 836.406   , 439.844   , 339.297   , 836.484   , 857.031   , 0.507814  , 0.546876  , 0.488283  , 0.546876  , 30.8672   , 72.1406   , 73.2891   , 22.1484   , 285       , 16.5      , 16.5      , 2.336     , 34.5      , 3.21875   , 0.40564   , 1.17647   , 0         , -8.25     , 14.7339   , 34.3659   , 7.14417   
   46.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.33338   , 99.2188   , 0         , 8.55556   , 880       , 820       , 836.406   , 445.859   , 346.328   , 836.484   , 857.031   , 0.507814  , 0.546876  , 0.488283  , 0.546876  , 31.2656   , 72.1406   , 73.2891   , 22.7578   , 290       , 16.5      , 16.5      , 2.39467   , 34.5      , 3.17969   , 0.409851  , 1.17647   , 0         , -7.5      , 14.8499   , 34.2621   , 7.59888   
   46.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.30897   , 99.2188   , 0         , 8.11112   , 880       , 820       , 836.406   , 448.125   , 348.047   , 836.484   , 856.797   , 0.527345  , 0.566408  , 0.488283  , 0.566408  , 31.4766   , 72.1406   , 73.2891   , 22.7813   , 290       , 16.5      , 16.5      , 2.35467   , 34.5      , 3.13281   , 0.416077  , 1.17647   , 0         , -9        , 15.033    , 34.2835   , 7.38526   
   46.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.193     , 99.2188   , 0         , 8.47223   , 880       , 820       , 836.406   , 449.375   , 341.875   , 836.484   , 856.875   , 0.527345  , 0.566408  , 0.488283  , 0.566408  , 31.6641   , 72.1406   , 73.2891   , 22.3359   , 290       , 16.5      , 16.5      , 2.40267   , 34.5      , 3.10938   , 0.411316  , 1.17647   , 0         , -9        , 15.1459   , 34.3872   , 7.08924   
   46.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.24183   , 99.2188   , 0         , 8.47223   , 880       , 820       , 836.406   , 452.344   , 340.391   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.507814  , 0.585939  , 31.9688   , 72.1406   , 73.2891   , 22.2656   , 290       , 16.5      , 16.5      , 2.45334   , 34.5      , 3.07813   , 0.406922  , 1.17647   , 0         , -9        , 15.2695   , 34.3354   , 7.35474   
   46.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.17469   , 99.2188   , 0         , 8.61112   , 880       , 820       , 836.406   , 455.234   , 339.531   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.507814  , 0.585939  , 32.2031   , 72.1406   , 73.2891   , 22.125    , 290       , 16.5      , 16.5      , 2.43734   , 34.5      , 3.07031   , 0.409058  , 1.17647   , 0         , -9.75     , 15.3244   , 34.3735   , 6.70777   
   46.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.08008   , 99.2188   , 0         , 8.25001   , 880       , 820       , 836.406   , 454.688   , 336.563   , 836.484   , 857.031   , 0.507814  , 0.546876  , 0.527345  , 0.60547   , 32.1563   , 72.1406   , 73.2891   , 21.9141   , 290       , 16.5      , 16.5      , 2.36      , 34.5      , 3.05469   , 0.402344  , 1.17647   , 0         , -10.5     , 15.4236   , 34.4177   , 6.68946   
   46.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.13807   , 99.2188   , 0         , 8.3889    , 880       , 820       , 836.406   , 454.453   , 294.375   , 836.484   , 857.031   , 0.507814  , 0.546876  , 0.527345  , 0.60547   , 32.1328   , 72.1406   , 73.2891   , 18.2578   , 290       , 16.5      , 16.5      , 2.36534   , 34.5      , 2.46875   , 0.351563  , 1.17647   , 0         , -9        , 15.3549   , 34.314    , 7.01294   
   46.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.04346   , 99.2188   , 0         , 7.72223   , 880       , 820       , 836.406   , 449.609   , 293.672   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.527345  , 0.60547   , 31.6406   , 72.1406   , 73.2891   , 18.1172   , 290       , 16.5      , 16.5      , 2.272     , 34.5      , 1.80469   , 0.351074  , 0.392157  , 0         , -11.25    , 15.1581   , 34.4391   , 6.32935   
   46.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.09839   , 99.2188   , 0         , 7.8889    , 840       , 820       , 836.406   , 443.984   , 292.891   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.527345  , 0.60547   , 31.1953   , 72.1406   , 73.2891   , 18.2109   , 290       , 16.5      , 16.5      , 2.29334   , 34.5      , 1.46094   , 0.348572  , 0.392157  , 0         , -9        , 14.9551   , 34.343    , 7.15943   
   46.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.18995   , 99.2188   , 0         , 7.72223   , 880       , 820       , 836.406   , 440.547   , 295.938   , 836.484   , 857.031   , 0.546876  , 0.566408  , 0.527345  , 0.585939  , 30.8906   , 72.1406   , 73.2891   , 18.3516   , 290       , 16.5      , 16.5      , 2.22934   , 34.5      , 1.0625    , 0.35376   , 0.392157  , 0         , -9.75     , 14.8087   , 34.2835   , 6.79932   
   46.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.00989   , 99.2188   , 0         , 7.55556   , 880       , 820       , 836.406   , 436.953   , 292.188   , 836.484   , 857.031   , 0.546876  , 0.566408  , 0.527345  , 0.585939  , 30.6094   , 72.1406   , 73.2891   , 18.0703   , 290       , 16.5      , 16.5      , 2.216     , 34.5      , 0.859375  , 0.349671  , 0.392157  , 0         , -9        , 14.5996   , 34.3659   , 6.6803    
   46.700, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.03431   , 99.2188   , 0         , 7.25001   , 880       , 820       , 836.406   , 431.172   , 292.578   , 836.484   , 857.031   , 0.546876  , 0.546876  , 0.507814  , 0.60547   , 30.1172   , 72.1406   , 73.2891   , 18.0938   , 290       , 16.5      , 16.5      , 2.17334   , 35.25     , 0.625     , 0.350159  , 0.392157  , 0         , -9.75     , 14.3799   , 34.3949   , 6.57654   
   46.750, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.90918   , 99.2188   , 0         , 7.27778   , 880       , 820       , 836.406   , 425.625   , 290.313   , 836.484   , 857.031   , 0.546876  , 0.546876  , 0.507814  , 0.60547   , 29.6484   , 72.1406   , 73.2891   , 17.9297   , 285       , 16.5      , 16.5      , 2.15734   , 35.25     , 0.507813  , 0.348999  , 0.392157  , 0         , -9        , 14.1571   , 34.4101   , 6.45142   
   46.800, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.8512    , 99.2188   , 0         , 7.47223   , 880       , 820       , 836.406   , 422.188   , 288.906   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.527345  , 0.585939  , 29.3672   , 72.1406   , 73.2891   , 17.8359   , 285       , 16.5      , 16.5      , 2.152     , 35.25     , 0.375     , 0.345398  , 0.392157  , 0         , -8.25     , 14.0183   , 34.3949   , 6.64368   
   46.850, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.88172   , 99.2188   , 0         , 7.16667   , 880       , 820       , 836.406   , 417.813   , 290.938   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.527345  , 0.585939  , 28.8984   , 72.1406   , 73.2891   , 17.9063   , 285       , 16.5      , 16.5      , 2.09867   , 35.25     , 0.296875  , 0.34845   , 0.392157  , 0         , -7.5      , 13.7421   , 34.3735   , 6.56128   
   46.900, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.82374   , 99.2188   , 0         , 7.16667   , 880       , 820       , 836.406   , 414.375   , 289.375   , 836.484   , 857.031   , 0.546876  , 0.585939  , 0.507814  , 0.585939  , 28.6406   , 72.1406   , 73.2891   , 17.8125   , 285       , 16.5      , 16.5      , 2.09334   , 35.25     , 0.21875   , 0.345948  , 0.392157  , 0         , -8.25     , 13.6551   , 34.3949   , 6.36597   
   46.950, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.87256   , 99.2188   , 0         , 7.13889   , 880       , 820       , 836.406   , 412.578   , 290.078   , 836.484   , 856.484   , 0.546876  , 0.585939  , 0.507814  , 0.585939  , 28.5234   , 72.1406   , 73.2891   , 17.9063   , 285       , 16.5      , 16.5      , 2.09867   , 35.25     , 0.179688  , 0.344422  , 0.392157  , 0         , -7.5      , 13.5559   , 34.3277   , 6.60401   
   47.000, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.89087   , 99.2188   , 0         , 7.19445   , 880       , 820       , 836.406   , 410       , 291.328   , 836.484   , 857.031   , 0.527345  , 0.585939  , 0.507814  , 0.566408  , 28.2188   , 72.1406   , 73.2891   , 17.9297   , 285       , 16.5      , 16.5      , 2.088     , 35.25     , 0.132813  , 0.348267  , 0.392157  , 0         , -7.5      , 13.4155   , 34.3064   , 6.82068   
   47.050, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 6.93055   , 99.2188   , 0         , 7.50001   , 880       , 820       , 836.406   , 412.422   , 292.422   , 836.484   , 857.031   , 0.527345  , 0.585939  , 0.507814  , 0.566408  , 28.4063   , 72.1406   , 73.2891   , 18        , 285       , 16.5      , 16.5      , 2.10667   , 35.25     , 0.101563  , 0.348633  , 0         , 0         , -6.75     , 13.4552   , 34.2758   , 6.90003   
   47.100, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.03736   , 99.2188   , 0         , 7.13889   , 840       , 820       , 836.406   , 413.359   , 295.234   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.507814  , 0.585939  , 28.4766   , 72.1406   , 73.2891   , 18.2344   , 285       , 16.5      , 16.5      , 2.10134   , 35.25     , 0.0859375 , 0.350037  , 0         , 0         , -6        , 13.5361   , 34.2758   , 7.34253   
   47.150, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.06482   , 99.2188   , 0         , 7.19445   , 840       , 820       , 836.406   , 413.359   , 297.422   , 836.484   , 857.031   , 0.527345  , 0.566408  , 0.507814  , 0.585939  , 28.4063   , 72.1406   , 73.2891   , 18.3281   , 280       , 16.5      , 16.5      , 2.09867   , 35.25     , 0.0625    , 0.355591  , 0         , 0         , -6        , 13.4888   , 34.224    , 7.28455   
   47.200, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.12281   , 99.2188   , 0         , 7.30556   , 840       , 820       , 836.406   , 414.141   , 298.281   , 836.484   , 857.031   , 0.507814  , 0.585939  , 0.488283  , 0.60547   , 28.4766   , 72.1406   , 73.2891   , 18.4219   , 280       , 16.5      , 16.5      , 2.10134   , 35.25     , 0.046875  , 0.354615  , 0         , 0         , -5.25     , 13.533    , 34.2392   , 7.47376   
   47.250, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.20826   , 99.2188   , 0         , 7.16667   , 840       , 820       , 836.406   , 414.844   , 301.953   , 836.484   , 857.031   , 0.507814  , 0.585939  , 0.488283  , 0.60547   , 28.5      , 72.1406   , 73.2891   , 18.6797   , 280       , 16.5      , 16.5      , 2.096     , 35.25     , 0.0390625 , 0.360962  , 0         , 0         , -5.25     , 13.5315   , 34.1873   , 7.69654   
   47.300, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.08924   , 99.2188   , 0         , 7.38889   , 840       , 820       , 836.406   , 416.406   , 297.266   , 836.484   , 857.031   , 0.527345  , 0.60547   , 0.488283  , 0.60547   , 28.6172   , 72.1406   , 73.2891   , 18.2578   , 280       , 16.5      , 16.5      , 2.10934   , 35.25     , 0.03125   , 0.357605  , 0         , 0         , -6        , 13.5849   , 34.1797   , 7.40662   
   47.350, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.15027   , 99.2188   , 0         , 7.05556   , 840       , 820       , 836.406   , 413.594   , 297.5     , 836.484   , 857.031   , 0.527345  , 0.60547   , 0.488283  , 0.60547   , 28.4063   , 72.1406   , 73.2891   , 18.3047   , 280       , 16.5      , 16.5      , 2.104     , 35.25     , 0.0234375 , 0.355652  , 0         , 0         , -5.25     , 13.5422   , 34.2392   , 7.48597   
   47.400, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.13807   , 99.2188   , 0         , 7.05556   , 840       , 820       , 836.406   , 411.875   , 297.031   , 836.484   , 857.031   , 0.507814  , 0.60547   , 0.507814  , 0.585939  , 28.2656   , 72.1406   , 73.2891   , 18.2813   , 280       , 16.5      , 16.5      , 2.09334   , 35.25     , 0.015625  , 0.355469  , 0         , 0         , -5.25     , 13.4461   , 34.2163   , 7.58057   
   47.450, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.14112   , 99.2188   , 0         , 7.33334   , 840       , 820       , 836.406   , 412.656   , 297.578   , 836.484   , 854.922   , 0.507814  , 0.60547   , 0.507814  , 0.585939  , 28.3125   , 72.1406   , 73.2891   , 18.3047   , 280       , 16.5      , 16.5      , 2.104     , 35.25     , 0.015625  , 0.355774  , 0         , 0         , -5.25     , 13.4033   , 34.195    , 7.49207   
   47.500, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.16858   , 99.2188   , 0         , 7.02778   , 840       , 820       , 836.406   , 412.188   , 297.891   , 836.484   , 856.875   , 0.507814  , 0.585939  , 0.527345  , 0.60547   , 28.2891   , 72.1406   , 73.2891   , 18.3516   , 280       , 16.5      , 16.5      , 2.09334   , 35.25     , 0.0078125 , 0.355835  , 0         , 0         , -4.5      , 13.4384   , 34.2102   , 7.69959   
   47.550, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.23267   , 99.2188   , 0         , 7.16667   , 840       , 820       , 836.406   , 412.344   , 299.531   , 836.484   , 857.031   , 0.507814  , 0.585939  , 0.527345  , 0.60547   , 28.2656   , 72.1406   , 73.2891   , 18.4453   , 280       , 16.5      , 16.5      , 2.10934   , 35.25     , 0.0078125 , 0.357727  , 0         , 0         , -3.75     , 13.3911   , 34.1721   , 8.09327   
   47.600, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.29981   , 99.2188   , 0         , 7.22223   , 840       , 820       , 836.406   , 413.594   , 300.469   , 836.484   , 857.031   , 0.527345  , 0.585939  , 0.507814  , 0.625002  , 28.3828   , 72.1406   , 73.2891   , 18.5391   , 280       , 16.5      , 16.5      , 2.11467   , 35.25     , 0.0078125 , 0.358826  , 0         , 0         , -4.5      , 13.4873   , 34.1431   , 7.75147   
   47.650, 0         , 0         , 0         , 0         , 0         , 1         , 0         , 0         , 0         , 7.24183   , 99.2188   , 0         , 7.13889   , 840       , 820       , 836.406   , 412.031   , 298.281   , 836.484   , 857.031   , 0.527345  , 0.585939  , 0.507814  , 0.625002  , 28.3125   , 72.1406   , 73.2891   , 18.4453   , 280       , 16.5      , 16.5      , 2.10934   , 35.25     , 0.0078125 , 0.356568  , 0         , 0         , -6        , 13.4461   , 34.1873   , 7.35474   
